PERID,PNUM,age,household_id,pemploy,pstudent,ptype,sex,RELATE,ESR,GRADE,PAUG,DDP,WEEKS,HOURS,MSP,POVERTY,EARNS,pagecat,padkid
558765,3,7,244675,4,1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558766,4,2,244675,4,3,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558767,5,68,244675,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558768,1,42,244676,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558769,2,46,244676,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558770,3,7,244676,4,1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558771,4,2,244676,4,3,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558772,5,68,244676,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558778,1,42,244678,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558779,2,46,244678,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558780,3,7,244678,4,1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558781,4,2,244678,4,3,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558782,5,68,244678,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558783,1,42,244679,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558784,2,46,244679,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558785,3,7,244679,4,1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558786,4,2,244679,4,3,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558787,5,68,244679,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558793,1,42,244681,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558794,2,46,244681,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558795,3,7,244681,4,1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558796,4,2,244681,4,3,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558797,5,68,244681,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558808,1,42,244684,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558809,2,46,244684,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558810,3,7,244684,4,1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558811,4,2,244684,4,3,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558812,5,68,244684,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558813,1,42,244685,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558814,2,46,244685,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558815,3,7,244685,4,1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558816,4,2,244685,4,3,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558817,5,68,244685,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558818,1,42,244686,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558819,2,46,244686,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558820,3,7,244686,4,1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558821,4,2,244686,4,3,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558822,5,68,244686,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558833,1,42,244689,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558834,2,46,244689,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558835,3,7,244689,4,1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558836,4,2,244689,4,3,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558837,5,68,244689,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558858,1,42,244694,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558859,2,46,244694,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558860,3,7,244694,4,1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558861,4,2,244694,4,3,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558862,5,68,244694,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558863,1,42,244695,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558864,2,46,244695,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558865,3,7,244695,4,1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558866,4,2,244695,4,3,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558867,5,68,244695,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558868,1,42,244696,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558869,2,46,244696,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558870,3,7,244696,4,1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558871,4,2,244696,4,3,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558872,5,68,244696,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558873,1,42,244697,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558874,2,46,244697,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558875,3,7,244697,4,1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558876,4,2,244697,4,3,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558877,5,68,244697,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558883,1,42,244699,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558884,2,46,244699,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558885,3,7,244699,4,1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558886,4,2,244699,4,3,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558887,5,68,244699,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558893,1,43,244701,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558894,2,42,244701,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558895,3,12,244701,4,1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558896,4,10,244701,4,1,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558897,5,67,244701,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558898,1,43,244702,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558899,2,42,244702,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558900,3,12,244702,4,1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558901,4,10,244702,4,1,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558902,5,67,244702,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558908,1,43,244704,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558909,2,42,244704,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558910,3,12,244704,4,1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558911,4,10,244704,4,1,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558912,5,67,244704,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558913,1,83,244705,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558914,2,58,244705,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558915,3,30,244705,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558916,4,27,244705,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558917,5,24,244705,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558918,6,60,244705,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558919,1,83,244706,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558920,2,58,244706,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558921,3,30,244706,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558922,4,27,244706,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558923,5,24,244706,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558924,6,60,244706,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558925,1,83,244707,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558926,2,58,244707,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558927,3,30,244707,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558928,4,27,244707,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558929,5,24,244707,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558930,6,60,244707,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558931,1,83,244708,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558932,2,58,244708,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558933,3,30,244708,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558934,4,27,244708,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558935,5,24,244708,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558936,6,60,244708,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558949,1,83,244711,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558950,2,58,244711,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558951,3,30,244711,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558952,4,27,244711,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558953,5,24,244711,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558954,6,60,244711,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558955,1,83,244712,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558956,2,58,244712,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558957,3,30,244712,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558958,4,27,244712,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558959,5,24,244712,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558960,6,60,244712,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558961,1,83,244713,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558962,2,58,244713,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558963,3,30,244713,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558964,4,27,244713,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558965,5,24,244713,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558966,6,60,244713,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558967,1,39,244714,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558968,2,40,244714,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558969,3,13,244714,4,1,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558970,4,10,244714,4,1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558971,5,6,244714,4,1,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558972,6,3,244714,4,3,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558973,1,39,244715,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558974,2,40,244715,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558975,3,13,244715,4,1,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558976,4,10,244715,4,1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558977,5,6,244715,4,1,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558978,6,3,244715,4,3,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558979,1,39,244716,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558980,2,40,244716,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558981,3,13,244716,4,1,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558982,4,10,244716,4,1,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558983,5,6,244716,4,1,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558984,6,3,244716,4,3,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558985,1,76,244717,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558986,1,70,244718,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558987,1,70,244719,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558988,1,70,244720,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558989,1,70,244721,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558990,1,51,244722,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558991,1,51,244723,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558992,1,51,244724,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558993,1,51,244725,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558994,1,51,244726,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558995,1,51,244727,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558996,1,51,244728,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558997,1,51,244729,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558998,1,51,244730,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
558999,1,51,244731,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559000,1,51,244732,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559001,1,51,244733,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559002,1,62,244734,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559003,1,51,244735,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559004,1,42,244736,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559005,1,46,244737,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559006,1,59,244738,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559007,1,52,244739,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559008,1,73,244740,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559009,1,73,244741,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559010,1,62,244742,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559011,1,62,244743,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559012,1,62,244744,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559013,1,62,244745,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559014,1,79,244746,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559015,1,62,244747,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559016,1,83,244748,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559017,1,62,244749,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559018,1,83,244750,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559019,1,62,244751,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559020,1,79,244752,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559021,1,79,244753,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559022,1,62,244754,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559023,1,76,244755,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559024,1,74,244756,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559025,1,85,244757,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559026,1,85,244758,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559027,1,83,244759,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559028,1,79,244760,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559029,1,94,244761,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559030,1,79,244762,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559031,1,70,244763,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559032,1,65,244764,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559033,1,68,244765,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559034,1,63,244766,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559035,1,74,244767,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559036,1,69,244768,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559037,1,63,244769,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559038,1,73,244770,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559039,1,74,244771,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559040,1,84,244772,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559041,1,90,244773,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559042,1,54,244774,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559043,1,59,244775,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559044,1,57,244776,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559045,1,43,244777,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559046,1,45,244778,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559047,1,45,244779,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559048,1,44,244780,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559049,1,57,244781,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559050,1,83,244782,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559051,1,83,244783,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559052,1,83,244784,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559053,1,83,244785,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559054,1,76,244786,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559055,1,76,244787,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559056,1,73,244788,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559057,1,73,244789,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559058,1,89,244790,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559059,1,75,244791,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559060,1,68,244792,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559061,1,72,244793,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559062,1,72,244794,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559063,1,72,244795,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559064,1,71,244796,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559065,1,45,244797,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559066,1,59,244798,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559067,1,41,244799,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559068,1,43,244800,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559069,1,51,244801,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559070,1,51,244802,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559071,1,77,244803,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559072,1,88,244804,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559073,1,87,244805,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559074,1,84,244806,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559075,1,80,244807,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559076,1,52,244808,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559077,1,94,244809,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559078,1,53,244810,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559079,1,47,244811,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559080,1,47,244812,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559081,1,72,244813,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559082,1,54,244814,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559083,1,63,244815,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559084,1,45,244816,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559085,1,90,244817,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559086,1,61,244818,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559087,1,76,244819,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559088,1,75,244820,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559089,1,58,244821,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559090,1,55,244822,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559091,1,56,244823,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559092,2,52,244823,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559093,1,54,244824,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559094,2,51,244824,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559095,1,62,244825,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559096,2,62,244825,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559097,1,63,244826,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
559098,2,59,244826,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
